exp_id,method_id,source_step,solution_type,solution_id,seed_mode,label,has_des,f1,f2,f3,f4,beta,theta,baseline_method_id,baseline_solution_id,delta_f1,delta_f2,delta_f3,dominates_baseline
E0,S07_NSGA,7,front_point,130,none,"S07_NSGA (seed=none, id=130)",False,170.0,0.232420668346041,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,131,none,"S07_NSGA (seed=none, id=131)",False,169.0,0.2331720684840888,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,132,none,"S07_NSGA (seed=none, id=132)",False,169.0,0.2331720684840888,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,133,none,"S07_NSGA (seed=none, id=133)",False,162.0,0.2331720684840889,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,134,none,"S07_NSGA (seed=none, id=134)",False,161.0,0.2333642871240546,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,135,none,"S07_NSGA (seed=none, id=135)",False,157.0,0.2341681105275478,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,136,none,"S07_NSGA (seed=none, id=136)",False,147.0,0.2346923431819998,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,137,none,"S07_NSGA (seed=none, id=137)",False,146.0,0.2349195106655957,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,138,none,"S07_NSGA (seed=none, id=138)",False,146.0,0.2349195106655957,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,139,none,"S07_NSGA (seed=none, id=139)",False,139.0,0.2351292037273765,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,140,none,"S07_NSGA (seed=none, id=140)",False,139.0,0.2351292037273765,46.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,141,none,"S07_NSGA (seed=none, id=141)",False,175.0,0.2317741147388834,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,142,none,"S07_NSGA (seed=none, id=142)",False,166.0,0.2322459241278902,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,143,none,"S07_NSGA (seed=none, id=143)",False,166.0,0.2322459241278902,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,144,none,"S07_NSGA (seed=none, id=144)",False,165.0,0.2322633985497052,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,145,none,"S07_NSGA (seed=none, id=145)",False,165.0,0.2322633985497052,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,146,none,"S07_NSGA (seed=none, id=146)",False,163.0,0.2328225800477875,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,147,none,"S07_NSGA (seed=none, id=147)",False,163.0,0.2328225800477875,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,148,none,"S07_NSGA (seed=none, id=148)",False,155.0,0.2345350733856642,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,149,none,"S07_NSGA (seed=none, id=149)",False,134.0,0.2397075022429243,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,150,none,"S07_NSGA (seed=none, id=150)",False,134.0,0.2397075022429243,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
E0,S07_NSGA,7,front_point,151,none,"S07_NSGA (seed=none, id=151)",False,125.0,0.2504717460810065,48.0,,,,S05_GS_SDSU,0,-inf,-inf,-inf,True
